#,Series,Division,Match Type,Date,Time,Team One,Team Two,Ground
326,Leather Ball 2026,Blast T20,League,08/09/2026,12:00,Desi Tigers,Brothers XI,Vernon Hills
327,Leather Ball 2026,RedBall Premier,League,08/09/2026,08:30,Deccan Mavericks,CYCA Elite,Tigers Park
328,Leather Ball 2026,Elite White Ball Division II,League,08/09/2026,08:30,AAA,Bullfincherz,Gurnee
329,Leather Ball 2026,Elite White Ball Division II,League,08/09/2026,08:30,Smashers,Oh Gawd XI,Tippecone Park
330,Leather Ball 2026,Elite White Ball Division II,League,08/09/2026,08:30,Spartans,South Barrington Cricket Club,South Barrington OLD
331,Leather Ball 2026,RedBall Premier,League,08/09/2026,08:30,Rovers,Streamwood Cricket Club,"James Park, Evanston"
332,Leather Ball 2026,Elite White Ball Division II,League,08/09/2026,08:30,Hawks,Stars,Vernon Hills
333,Leather Ball 2026,Yash Premier League,League,08/15/2026,14:00,Evanston CC,Kings XI Chicago,Gurnee
334,Leather Ball 2026,Elite White Ball Division II,League,08/15/2026,14:00,DMavs Stallions,Oh Gawd XI,Naperville East
335,Leather Ball 2026,Yash Premier League,League,08/15/2026,14:00,Pak Gymkhana,Anjuman,balstrod b.brook
336,Leather Ball 2026,Elite White Ball Division II,League,08/15/2026,14:00,Rising Starz Youth,CYCA Underdogs,Skoke West
337,Leather Ball 2026,Elite White Ball Division II,League,08/15/2026,14:00,PUCC,Kings,"James Park, Evanston"
338,Leather Ball 2026,Yash Premier League,League,08/15/2026,14:00,Midwest CC,Panthers,Vernon Hills
339,Leather Ball 2026,Blast T20,League,08/15/2026,15:30,Shaheens of Pakistan,Knotty 40,Skoke West
340,Leather Ball 2026,Blast T20,League,08/15/2026,12:00,Chicago Saifee Warriors,Challengers,Gurnee
341,Leather Ball 2026,Yash Premier League,League,08/15/2026,08:30,DeePark Dynamites,Deccan Mavericks,balstrod b.brook
342,Leather Ball 2026,Yash Premier League,League,08/15/2026,08:30,SBCC Slayers,Dolphins,WP 1
343,Leather Ball 2026,Yash Premier League,League,08/15/2026,08:30,Barrington Crescent Cricket Club,CYCA Elite,Crescent
344,Leather Ball 2026,Elite White Ball Division II,League,08/15/2026,08:30,Dominators,Stars,"James Park, Evanston"
345,Leather Ball 2026,Elite White Ball Division II,League,08/16/2026,14:00,Wildcats,Spartans,Gurnee
346,Leather Ball 2026,RedBall Premier,League,08/16/2026,14:00,Midwest CC,Streamwood Cricket Club,WP 2
347,Leather Ball 2026,RedBall Premier,League,08/16/2026,14:00,Milwaukee Panthers,Cardinals United,Hanover Park
348,Leather Ball 2026,Blast T20,League,08/16/2026,15:30,Desi Tigers,DeePark Dynamites,Heritage Park
349,Leather Ball 2026,Blast T20,League,08/16/2026,12:00,Challengers,Brothers XI,Gurnee
350,Leather Ball 2026,RedBall Premier,League,08/16/2026,08:30,Rovers,CYCA Elite,Tigers Park
351,Leather Ball 2026,RedBall Division II,League,08/16/2026,08:30,DMavs Stallions,Midwest Blizzards,Gurnee
352,Leather Ball 2026,Elite White Ball Division II,League,08/16/2026,08:30,South Barrington Cricket Club,Black Caps,South Barrington OLD
353,Leather Ball 2026,Elite White Ball Division II,League,08/16/2026,08:30,CYCA Underdogs,Deccan Heroes,Hanover Park
354,Leather Ball 2026,Elite White Ball Division II,League,08/16/2026,08:30,Warriors,Hawks,Vernon Hills
355,Leather Ball 2026,Yash Premier League,League,08/22/2026,14:00,CYCA Elite,Pak Gymkhana,Tigers Park
356,Leather Ball 2026,Yash Premier League,League,08/22/2026,14:00,SBCC Slayers,Evanston CC,Plainfield Grande Park old
357,Leather Ball 2026,Elite White Ball Division II,League,08/22/2026,14:00,Stars,Kings,WP 2
358,Leather Ball 2026,Elite White Ball Division II,League,08/22/2026,14:00,Schaumburg Strikers,PUCC,Hanover Park
359,Leather Ball 2026,Elite White Ball Division II,League,08/22/2026,14:00,DeePark Dynamites,Rising Starz Youth,Heritage Park
360,Leather Ball 2026,Yash Premier League,League,08/22/2026,14:00,Midwest CC,Anjuman,Skoke West
361,Leather Ball 2026,RedBall Division II,League,08/22/2026,14:00,CYCA Underdogs,Black Caps,"James Park, Evanston"
362,Leather Ball 2026,Blast T20,League,08/22/2026,12:00,Knotty 40,Challengers,Gurnee
363,Leather Ball 2026,Blast T20,League,08/22/2026,12:00,Club Cricket of Chicago,Chicago Saifee Warriors,Vernon Hills
364,Leather Ball 2026,Elite White Ball Division II,League,08/22/2026,08:30,DMavs Stallions,Warriors,Naperville East
365,Leather Ball 2026,Yash Premier League,League,08/22/2026,08:30,Dolphins,DeePark Dynamites,WP 2
366,Leather Ball 2026,Yash Premier League,League,08/22/2026,08:30,Deccan Mavericks,Barrington Crescent Cricket Club,Crescent
367,Leather Ball 2026,Yash Premier League,League,08/22/2026,08:30,Panthers,Kings XI Chicago,South Barrington OLD
368,Leather Ball 2026,Elite White Ball Division II,League,08/22/2026,08:30,Midwest Vipers,Chicago Warriors,Hanover Park
369,Leather Ball 2026,Elite White Ball Division II,League,08/22/2026,08:30,BPL Youth,Bullfincherz,Vernon Hills
370,Leather Ball 2026,Elite White Ball Division II,League,08/23/2026,14:00,Wildcats,PUCC,Gurnee
371,Leather Ball 2026,RedBall Premier,League,08/23/2026,14:00,SBCC Slayers,Cardinals United,balstrod b.brook
372,Leather Ball 2026,RedBall Division II,League,08/23/2026,14:00,Club Cricket of Chicago,CYCA Underdogs,Heritage Park
373,Leather Ball 2026,RedBall Division II,League,08/23/2026,14:00,Midwest Blizzards,Chicago Warriors,Skoke East
374,Leather Ball 2026,RedBall Division II,League,08/23/2026,14:00,Evanston CC,Black Caps,"James Park, Evanston"
375,Leather Ball 2026,RedBall Division II,League,08/23/2026,14:00,DMavs Stallions,Chicago Tigers,Vernon Hills
376,Leather Ball 2026,Blast T20,League,08/23/2026,15:30,Brothers XI,Challengers,Gurnee
377,Leather Ball 2026,Blast T20,League,08/23/2026,12:00,DeePark Dynamites,Chicago Saifee Warriors,Gurnee
378,Leather Ball 2026,RedBall Premier,League,08/23/2026,08:30,Streamwood Cricket Club,CYCA Elite,Tigers Park
379,Leather Ball 2026,Elite White Ball Division II,League,08/23/2026,08:30,South Barrington Cricket Club,Oh Gawd XI,South Barrington OLD
380,Leather Ball 2026,RedBall Premier,League,08/23/2026,08:30,Rovers,Milwaukee Panthers,Hanover Park
381,Leather Ball 2026,Elite White Ball Division II,League,08/23/2026,08:30,AAA,Smashers,Heritage Park
382,Leather Ball 2026,Elite White Ball Division II,League,08/23/2026,08:30,Deccan Heroes,Dominators,Skoke West
383,Leather Ball 2026,RedBall Premier,League,08/23/2026,08:30,Deccan Mavericks,Club Cricket of Chicago,"James Park, Evanston"
384,Leather Ball 2026,Elite White Ball Division II,League,08/23/2026,08:30,Hawks,BPL Youth,Vernon Hills
