#,Series,Division,Match Type,Date,Time,Team One,Team Two,Ground
239,Leather Ball 2026,Yash Premier League,League,05/16/2026,15:30,Deccan Mavericks,Dolphins,Naperville East
240,Leather Ball 2026,Yash Premier League,League,05/16/2026,15:30,Deepark Dynamites,SBCC Slayers,Plainfield Northwest
241,Leather Ball 2026,Elite White Ball Division II,League,05/16/2026,15:30,Kings,Wildcats,Plainfield Grande Park old
242,Leather Ball 2026,RedBall Division II,League,05/16/2026,15:30,Black Caps,Chicago Warriors,balstrod b.brook
243,Leather Ball 2026,RedBall Division II,League,05/16/2026,15:30,Club Cricket of Chicago,DMavs Stallions,WP 1
244,Leather Ball 2026,Blast T20,League,05/16/2026,15:30,Midwest CC,Shaheens of Pakistan,Heritage Park
245,Leather Ball 2026,Blast T20,League,05/16/2026,12:00,CYCA Underdogs,DeePark Dynamites,Gurnee
246,Leather Ball 2026,Blast T20,League,05/16/2026,12:00,Challengers,The Underdawg XI,Heritage Park
247,Leather Ball 2026,Yash Premier League,League,05/16/2026,08:30,Dolphins,Panthers,Tigers Park
248,Leather Ball 2026,Yash Premier League,League,05/16/2026,08:30,Deccan Mavericks,Midwest CC,Gurnee
249,Leather Ball 2026,RedBall Division II,League,05/16/2026,08:30,Black Caps,CYCA Underdogs,Naperville East
250,Leather Ball 2026,Yash Premier League,League,05/16/2026,08:30,Barrington Crescent Cricket Club,SBCC Slayers,Crescent
251,Leather Ball 2026,Yash Premier League,League,05/16/2026,08:30,Deepark Dynamites,Pak Gymkhana,South Barrington OLD
252,Leather Ball 2026,Yash Premier League,League,05/16/2026,08:30,Anjuman,Kings XI Chicago,Hanover Park
253,Leather Ball 2026,Blast T20,League,05/16/2026,08:30,Chicago Saifee Warriors,DeePark Dynamites,Heritage Park
254,Leather Ball 2026,RedBall Division II,League,05/16/2026,08:30,Club Cricket of Chicago,Evanston CC,"James Park, Evanston"
255,Leather Ball 2026,RedBall Division II,League,05/16/2026,08:30,Chicago Warriors,DMavs Stallions,Vernon Hills
256,Leather Ball 2026,RedBall Premier,League,05/17/2026,15:30,Club Cricket of Chicago,Streamwood Cricket Club,Tigers Park
257,Leather Ball 2026,RedBall Premier,League,05/17/2026,15:30,Cardinals United,Challengers,Gurnee
258,Leather Ball 2026,Elite White Ball Division II,League,05/17/2026,15:30,Warriors,Wildcats,Naperville East
259,Leather Ball 2026,RedBall Division II,League,05/17/2026,15:30,CYCA Underdogs,DMavs Stallions,Plainfield Northwest
260,Leather Ball 2026,Blast T20,League,05/17/2026,15:30,Desi Tigers,Midwest CC,Hanover Park
261,Leather Ball 2026,Elite White Ball Division II,League,05/17/2026,15:30,AAA,Hawks,Vernon Hills
262,Leather Ball 2026,Blast T20,League,05/17/2026,12:00,Chicago Saifee Warriors,Midwest Bison,Gurnee
263,Leather Ball 2026,Blast T20,League,05/17/2026,12:00,Brothers XI,The Underdawg XI,Hanover Park
264,Leather Ball 2026,RedBall Premier,League,05/17/2026,08:30,CYCA Elite,Rovers,Tigers Park
265,Leather Ball 2026,RedBall Premier,League,05/17/2026,08:30,SBCC Slayers,Streamwood Cricket Club,Gurnee
266,Leather Ball 2026,RedBall Premier,League,05/17/2026,08:30,Midwest CC,Milwaukee Panthers,Naperville East
267,Leather Ball 2026,RedBall Premier,League,05/17/2026,08:30,Challengers,Club Cricket of Chicago,Plainfield Northwest
268,Leather Ball 2026,Elite White Ball Division II,League,05/17/2026,08:30,AAA,Midwest Vipers,Plainfield Grande Park old
269,Leather Ball 2026,RedBall Division II,League,05/17/2026,08:30,Chicago Tigers,Chicago Warriors,balstrod b.brook
270,Leather Ball 2026,RedBall Division II,League,05/17/2026,08:30,DMavs Stallions,Midwest Blizzards,WP 1
271,Leather Ball 2026,Blast T20,League,05/17/2026,08:30,Brothers XI,CYCA Underdogs,Hanover Park
272,Leather Ball 2026,Yash Premier League,League,05/30/2026,15:30,CYCA Elite,Deepark Dynamites,Tigers Park
273,Leather Ball 2026,Yash Premier League,League,05/30/2026,15:30,Deccan Mavericks,Evanston CC,Gurnee
274,Leather Ball 2026,Elite White Ball Division II,League,05/30/2026,15:30,Oh Gawd XI,Wildcats,Naperville East
275,Leather Ball 2026,Yash Premier League,League,05/30/2026,15:30,Barrington Crescent Cricket Club,Dolphins,Crescent
276,Leather Ball 2026,Blast T20,League,05/30/2026,15:30,Midwest Bison,Shaheens of Pakistan,Heritage Park
277,Leather Ball 2026,Blast T20,League,05/30/2026,12:00,Challengers,CYCA Underdogs,Gurnee
278,Leather Ball 2026,Blast T20,League,05/30/2026,12:00,Club Cricket of Chicago,The Underdawg XI,Heritage Park
279,Leather Ball 2026,Yash Premier League,League,05/30/2026,08:30,Kings XI Chicago,Panthers,Tigers Park
280,Leather Ball 2026,Yash Premier League,League,05/30/2026,08:30,CYCA Elite,Pak Gymkhana,Gurnee
281,Leather Ball 2026,Yash Premier League,League,05/30/2026,08:30,Barrington Crescent Cricket Club,Evanston CC,Crescent
282,Leather Ball 2026,Yash Premier League,League,05/30/2026,08:30,Anjuman,Midwest CC,South Barrington OLD
283,Leather Ball 2026,RedBall Division II,League,05/30/2026,08:30,Club Cricket of Chicago,CYCA Underdogs,Hanover Park
284,Leather Ball 2026,Blast T20,League,05/30/2026,08:30,DeePark Dynamites,Desi Tigers,Heritage Park
285,Leather Ball 2026,Elite White Ball Division II,League,05/31/2026,15:30,South Barrington Cricket Club,Stars,Tigers Park
286,Leather Ball 2026,Elite White Ball Division II,League,05/31/2026,15:30,AAA,Black Caps,Gurnee
287,Leather Ball 2026,Blast T20,League,05/31/2026,15:30,Midwest Bison,Midwest CC,Hanover Park
288,Leather Ball 2026,Blast T20,League,05/31/2026,12:00,Challengers,Midwest Bison,Gurnee
289,Leather Ball 2026,Blast T20,League,05/31/2026,12:00,Club Cricket of Chicago,Desi Tigers,Hanover Park
290,Leather Ball 2026,RedBall Premier,League,05/31/2026,08:30,Club Cricket of Chicago,CYCA Elite,Tigers Park
291,Leather Ball 2026,RedBall Premier,League,05/31/2026,08:30,Cardinals United,Midwest CC,Gurnee
292,Leather Ball 2026,Elite White Ball Division II,League,05/31/2026,08:30,Dominators,South Barrington Cricket Club,Naperville East
293,Leather Ball 2026,Elite White Ball Division II,League,05/31/2026,08:30,AAA,Deccan Heroes,Plainfield Northwest
294,Leather Ball 2026,Blast T20,League,05/31/2026,08:30,CYCA Underdogs,Knotty 40,Hanover Park
295,Leather Ball 2026,Yash Premier League,League,06/06/2026,15:30,CYCA Elite,SBCC Slayers,Tigers Park
296,Leather Ball 2026,Blast T20,League,06/06/2026,15:30,Desi Tigers,Shaheens of Pakistan,Gurnee
297,Leather Ball 2026,Yash Premier League,League,06/06/2026,15:30,Barrington Crescent Cricket Club,Deccan Mavericks,Crescent
298,Leather Ball 2026,Blast T20,League,06/06/2026,15:30,CYCA Underdogs,Midwest CC,Heritage Park
299,Leather Ball 2026,Blast T20,League,06/06/2026,12:00,Brothers XI,Midwest Bison,Gurnee
300,Leather Ball 2026,Blast T20,League,06/06/2026,12:00,Club Cricket of Chicago,DeePark Dynamites,Heritage Park
301,Leather Ball 2026,Yash Premier League,League,06/06/2026,08:30,CYCA Elite,Panthers,Tigers Park
302,Leather Ball 2026,Yash Premier League,League,06/06/2026,08:30,Deepark Dynamites,Midwest CC,Gurnee
303,Leather Ball 2026,Yash Premier League,League,06/06/2026,08:30,Deccan Mavericks,Kings XI Chicago,Naperville East
304,Leather Ball 2026,Blast T20,League,06/06/2026,08:30,Brothers XI,Chicago Saifee Warriors,Heritage Park
305,Leather Ball 2026,Blast T20,League,06/07/2026,15:30,Chicago Saifee Warriors,Midwest CC,Gurnee
306,Leather Ball 2026,Blast T20,League,06/07/2026,15:30,Desi Tigers,Knotty 40,Hanover Park
307,Leather Ball 2026,Blast T20,League,06/07/2026,12:00,CYCA Underdogs,Midwest Bison,Gurnee
308,Leather Ball 2026,Blast T20,League,06/07/2026,12:00,DeePark Dynamites,The Underdawg XI,Hanover Park
309,Leather Ball 2026,RedBall Premier,League,06/07/2026,08:30,CYCA Elite,Midwest CC,Tigers Park
310,Leather Ball 2026,Blast T20,League,06/07/2026,08:30,Knotty 40,The Underdawg XI,Gurnee
311,Leather Ball 2026,Blast T20,League,06/07/2026,08:30,CYCA Underdogs,Desi Tigers,Hanover Park
312,Leather Ball 2026,Blast T20,League,06/13/2026,15:30,DeePark Dynamites,Shaheens of Pakistan,Gurnee
313,Leather Ball 2026,Blast T20,League,06/13/2026,15:30,Midwest CC,The Underdawg XI,Heritage Park
314,Leather Ball 2026,Blast T20,League,06/13/2026,12:00,CYCA Underdogs,The Underdawg XI,Gurnee
315,Leather Ball 2026,Blast T20,League,06/13/2026,12:00,Brothers XI,Club Cricket of Chicago,Heritage Park
316,Leather Ball 2026,Blast T20,League,06/13/2026,08:30,Club Cricket of Chicago,CYCA Underdogs,Gurnee
317,Leather Ball 2026,Blast T20,League,06/14/2026,15:30,Brothers XI,Midwest CC,Gurnee
318,Leather Ball 2026,RedBall Premier,League,06/14/2026,08:30,CYCA Elite,Deccan Mavericks,Tigers Park
319,Leather Ball 2026,Blast T20,League,06/14/2026,08:30,Chicago Saifee Warriors,CYCA Underdogs,Gurnee
320,Leather Ball 2026,Blast T20,League,06/20/2026,15:30,Challengers,Shaheens of Pakistan,Gurnee
321,Leather Ball 2026,Blast T20,League,06/20/2026,15:30,DeePark Dynamites,Midwest CC,Heritage Park
322,Leather Ball 2026,Blast T20,League,06/21/2026,15:30,Challengers,Midwest CC,Gurnee
323,Leather Ball 2026,RedBall Premier,League,06/21/2026,08:30,Challengers,CYCA Elite,Tigers Park
324,Leather Ball 2026,Blast T20,League,06/27/2026,15:30,Chicago Saifee Warriors,Shaheens of Pakistan,Gurnee
325,Leather Ball 2026,Blast T20,League,06/27/2026,15:30,Knotty 40,Midwest CC,Heritage Park
326,Leather Ball 2026,Blast T20,League,06/28/2026,15:30,Club Cricket of Chicago,Midwest CC,Gurnee
327,Leather Ball 2026,Blast T20,League,07/11/2026,15:30,Club Cricket of Chicago,Shaheens of Pakistan,Gurnee
328,Leather Ball 2026,Blast T20,League,07/18/2026,15:30,CYCA Underdogs,Shaheens of Pakistan,Gurnee
329,Leather Ball 2026,Blast T20,League,07/25/2026,15:30,Knotty 40,Shaheens of Pakistan,Gurnee
330,Leather Ball 2026,Elite White Ball Division II,Semi Final,08/01/2026,15:30,Winner QF3,Winner QF4,Tigers Park
331,Leather Ball 2026,Elite White Ball Division II,Quarter Final,08/01/2026,15:30,Seed 2,Seed 7,Gurnee
332,Leather Ball 2026,Elite White Ball Division II,Quarter Final,08/01/2026,15:30,Seed 3,Seed 6,Naperville East
333,Leather Ball 2026,Elite White Ball Division II,Quarter Final,08/01/2026,15:30,Seed 1,Seed 8,Plainfield Northwest
334,Leather Ball 2026,Elite White Ball Division II,Semi Final,08/01/2026,15:30,Winner QF1,Winner QF2,Plainfield Grande Park old
335,Leather Ball 2026,Elite White Ball Division II,Final,08/01/2026,15:30,Winner SF1,Winner SF2,balstrod b.brook
336,Leather Ball 2026,Elite White Ball Division II,Quarter Final,08/01/2026,15:30,Seed 4,Seed 5,WP 1
337,Leather Ball 2026,Yash Premier League,Quarter Final,08/01/2026,08:30,Seed 2,Seed 7,Tigers Park
338,Leather Ball 2026,Yash Premier League,Final,08/01/2026,08:30,Winner SF1,Winner SF2,Gurnee
339,Leather Ball 2026,Yash Premier League,Semi Final,08/01/2026,08:30,Winner QF3,Winner QF4,Naperville East
340,Leather Ball 2026,Yash Premier League,Semi Final,08/01/2026,08:30,Winner QF1,Winner QF2,Plainfield Northwest
341,Leather Ball 2026,Yash Premier League,Quarter Final,08/01/2026,08:30,Seed 3,Seed 6,Plainfield Grande Park old
342,Leather Ball 2026,Yash Premier League,Quarter Final,08/01/2026,08:30,Seed 1,Seed 8,balstrod b.brook
343,Leather Ball 2026,Yash Premier League,Quarter Final,08/01/2026,08:30,Seed 4,Seed 5,WP 1
344,Leather Ball 2026,RedBall Division II,Quarter Final,08/02/2026,15:30,Seed 3,Seed 6,Tigers Park
345,Leather Ball 2026,RedBall Division II,Final,08/02/2026,15:30,Winner SF1,Winner SF2,Gurnee
346,Leather Ball 2026,RedBall Division II,Quarter Final,08/02/2026,15:30,Seed 2,Seed 7,Naperville East
347,Leather Ball 2026,RedBall Division II,Quarter Final,08/02/2026,15:30,Seed 4,Seed 5,Plainfield Northwest
348,Leather Ball 2026,RedBall Division II,Quarter Final,08/02/2026,15:30,Seed 1,Seed 8,Plainfield Grande Park old
349,Leather Ball 2026,RedBall Division II,Semi Final,08/02/2026,15:30,Winner QF1,Winner QF2,balstrod b.brook
350,Leather Ball 2026,RedBall Division II,Semi Final,08/02/2026,15:30,Winner QF3,Winner QF4,WP 1
351,Leather Ball 2026,RedBall Premier,Quarter Final,08/02/2026,08:30,Seed 2,Seed 7,Tigers Park
352,Leather Ball 2026,RedBall Premier,Final,08/02/2026,08:30,Winner SF1,Winner SF2,Gurnee
353,Leather Ball 2026,RedBall Premier,Semi Final,08/02/2026,08:30,Winner QF3,Winner QF4,Naperville East
354,Leather Ball 2026,RedBall Premier,Quarter Final,08/02/2026,08:30,Seed 3,Seed 6,Plainfield Northwest
355,Leather Ball 2026,RedBall Premier,Semi Final,08/02/2026,08:30,Winner QF1,Winner QF2,Plainfield Grande Park old
356,Leather Ball 2026,RedBall Premier,Quarter Final,08/02/2026,08:30,Seed 1,Seed 8,balstrod b.brook
357,Leather Ball 2026,RedBall Premier,Quarter Final,08/02/2026,08:30,Seed 4,Seed 5,WP 1
358,Leather Ball 2026,Blast T20,Final,08/08/2026,15:30,Winner SF1,Winner SF2,Gurnee
359,Leather Ball 2026,Blast T20,Quarter Final,08/08/2026,15:30,Seed 2,Seed 7,Heritage Park
360,Leather Ball 2026,Blast T20,Semi Final,08/08/2026,12:00,Winner QF3,Winner QF4,Gurnee
361,Leather Ball 2026,Blast T20,Quarter Final,08/08/2026,12:00,Seed 1,Seed 8,Heritage Park
362,Leather Ball 2026,Blast T20,Quarter Final,08/08/2026,08:30,Seed 3,Seed 6,Gurnee
363,Leather Ball 2026,Blast T20,Semi Final,08/08/2026,08:30,Winner QF1,Winner QF2,Heritage Park
364,Leather Ball 2026,Blast T20,Quarter Final,08/09/2026,08:30,Seed 4,Seed 5,Gurnee
